job_id,verified_condition_id,run_id,proposer_pool,verified_stratum_id,unverified_stratum_id,unverified_stratum_basis,corpus,reference,buffer_m,frame_id,N,min_votes,prob_t,status,pairing_basis,blocked_reason,unverified_condition_id,unverified_detections_path,unverified_eval_path,union_path,crop_manifest_path,materialise_filter,reference_path,bounds_path,engine,output_dir,materialise_command,command,notes
pair::grid-2026-08-18::g512-ov256-k10-verified-p0.15-k9,grid-2026-08-18::g512-ov256-k10-verified-p0.15-k9,grid-2026-08-18,brief-text,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,10,9,0.15,ready-after-materialise,union,,,,,outputs/grid-2026-08-18/verifier/g512_ov256/union_k10.geojson,,vote_count >= 9,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/grid-2026-08-18__g512-ov256-k10-verified-p0_15-k9,python scripts/materialise_pairing_twin.py --union outputs/grid-2026-08-18/verifier/g512_ov256/union_k10.geojson --min-votes 9 --expect-manifest outputs/grid-2026-08-18/verifier/g512_ov256/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/grid-2026-08-18__g512-ov256-k10-verified-p0_15-k9/twin-9of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/grid-2026-08-18__g512-ov256-k10-verified-p0_15-k9/twin-9of10.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/grid-2026-08-18__g512-ov256-k10-verified-p0_15-k9 --label grid-2026-08-18__g512-ov256-k10-verified-p0_15-k9-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/grid-2026-08-18/verifier/g512_ov256/crops/candidate_manifest.json"
pair::grid-2026-08-18::g384-ov048-k10-verified-p0.20-k7,grid-2026-08-18::g384-ov048-k10-verified-p0.20-k7,grid-2026-08-18,brief-text,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,10,7,0.2,ready-after-materialise,union,,,,,outputs/grid-2026-08-18/verifier/g384_ov048/union_k10.geojson,,vote_count >= 7,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/grid-2026-08-18__g384-ov048-k10-verified-p0_20-k7,python scripts/materialise_pairing_twin.py --union outputs/grid-2026-08-18/verifier/g384_ov048/union_k10.geojson --min-votes 7 --expect-manifest outputs/grid-2026-08-18/verifier/g384_ov048/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/grid-2026-08-18__g384-ov048-k10-verified-p0_20-k7/twin-7of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/grid-2026-08-18__g384-ov048-k10-verified-p0_20-k7/twin-7of10.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/grid-2026-08-18__g384-ov048-k10-verified-p0_20-k7 --label grid-2026-08-18__g384-ov048-k10-verified-p0_20-k7-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/grid-2026-08-18/verifier/g384_ov048/crops/candidate_manifest.json"
pair::grid-2026-08-18::g384-ov192-k10-verified-p0.15-k10,grid-2026-08-18::g384-ov192-k10-verified-p0.15-k10,grid-2026-08-18,brief-text,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,derived-from-twin-cell,4-map-gs,curator,20,grid-common-487,10,10,0.15,already-registered,registered,,grid-2026-08-18::g384-ov192-k10-c2-k10,results/grid-2026-08-18/conditions/g384_ov192/detections.geojson,results/grid-2026-08-18/conditions/g384_ov192/eval/evaluation.json,,,,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,,,,the pre-verifier twin is already scored and registered
pair::grid-2026-08-18::g384-ov192-k10-verified37-p0.98-k10,grid-2026-08-18::g384-ov192-k10-verified37-p0.98-k10,grid-2026-08-18,brief-text,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,derived-from-twin-cell,4-map-gs,curator,20,grid-common-487,10,10,0.98,already-registered,registered,,grid-2026-08-18::g384-ov192-k10-c2-k10,results/grid-2026-08-18/conditions/g384_ov192/detections.geojson,results/grid-2026-08-18/conditions/g384_ov192/eval/evaluation.json,,,,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,,,,the pre-verifier twin is already scored and registered
pair::stride-phaseb-2026-08-25::g512-ov176-k10-verified-p0.15-k6,stride-phaseb-2026-08-25::g512-ov176-k10-verified-p0.15-k6,stride-phaseb-2026-08-25,g512_ov176,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,10,6,0.15,ready-after-materialise,union,,,,,outputs/stride-phaseb-2026-08-25/verifier/g512_ov176/union_k10.geojson,,vote_count >= 6,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g512-ov176-k10-verified-p0_15-k6,python scripts/materialise_pairing_twin.py --union outputs/stride-phaseb-2026-08-25/verifier/g512_ov176/union_k10.geojson --min-votes 6 --expect-manifest outputs/stride-phaseb-2026-08-25/verifier/g512_ov176/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g512-ov176-k10-verified-p0_15-k6/twin-6of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g512-ov176-k10-verified-p0_15-k6/twin-6of10.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g512-ov176-k10-verified-p0_15-k6 --label stride-phaseb-2026-08-25__g512-ov176-k10-verified-p0_15-k6-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-phaseb-2026-08-25/verifier/g512_ov176/crops/candidate_manifest.json"
pair::stride-phaseb-2026-08-25::g384-ov128-k10-verified-p0.15-k8,stride-phaseb-2026-08-25::g384-ov128-k10-verified-p0.15-k8,stride-phaseb-2026-08-25,g384_ov128,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,10,8,0.15,ready-after-materialise,union,,,,,outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/union_k10.geojson,,vote_count >= 8,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-k10-verified-p0_15-k8,python scripts/materialise_pairing_twin.py --union outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/union_k10.geojson --min-votes 8 --expect-manifest outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-k10-verified-p0_15-k8/twin-8of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-k10-verified-p0_15-k8/twin-8of10.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-k10-verified-p0_15-k8 --label stride-phaseb-2026-08-25__g384-ov128-k10-verified-p0_15-k8-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/crops/candidate_manifest.json"
pair::stride-phaseb-2026-08-25::g256-ov064-k10-verified-p0.15-k8,stride-phaseb-2026-08-25::g256-ov064-k10-verified-p0.15-k8,stride-phaseb-2026-08-25,g256_ov064,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,10,8,0.15,ready-after-materialise,union,,,,,outputs/stride-phaseb-2026-08-25/verifier/g256_ov064/union_k10.geojson,,vote_count >= 8,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g256-ov064-k10-verified-p0_15-k8,python scripts/materialise_pairing_twin.py --union outputs/stride-phaseb-2026-08-25/verifier/g256_ov064/union_k10.geojson --min-votes 8 --expect-manifest outputs/stride-phaseb-2026-08-25/verifier/g256_ov064/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g256-ov064-k10-verified-p0_15-k8/twin-8of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g256-ov064-k10-verified-p0_15-k8/twin-8of10.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g256-ov064-k10-verified-p0_15-k8 --label stride-phaseb-2026-08-25__g256-ov064-k10-verified-p0_15-k8-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-phaseb-2026-08-25/verifier/g256_ov064/crops/candidate_manifest.json"
pair::stride-phaseb-2026-08-25::g512-ov320-k10-verified-p0.15-k10,stride-phaseb-2026-08-25::g512-ov320-k10-verified-p0.15-k10,stride-phaseb-2026-08-25,g512_ov320,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,10,10,0.15,ready-after-materialise,union,,,,,outputs/stride-phaseb-2026-08-25/verifier/g512_ov320/union_k10.geojson,,vote_count >= 10,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g512-ov320-k10-verified-p0_15-k10,python scripts/materialise_pairing_twin.py --union outputs/stride-phaseb-2026-08-25/verifier/g512_ov320/union_k10.geojson --min-votes 10 --expect-manifest outputs/stride-phaseb-2026-08-25/verifier/g512_ov320/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g512-ov320-k10-verified-p0_15-k10/twin-10of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g512-ov320-k10-verified-p0_15-k10/twin-10of10.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g512-ov320-k10-verified-p0_15-k10 --label stride-phaseb-2026-08-25__g512-ov320-k10-verified-p0_15-k10-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-phaseb-2026-08-25/verifier/g512_ov320/crops/candidate_manifest.json"
pair::stride-phaseb-2026-08-25::g384-ov128-ladder-n1-verified-p0.15-k1,stride-phaseb-2026-08-25::g384-ov128-ladder-n1-verified-p0.15-k1,stride-phaseb-2026-08-25,g384_ov128,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,1,1,0.15,ready-after-materialise,union,,,,,outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/union_k1.geojson,,vote_count >= 1,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n1-verified-p0_15-k1,python scripts/materialise_pairing_twin.py --union outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/union_k1.geojson --min-votes 1 --expect-manifest outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/crops_k1/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n1-verified-p0_15-k1/twin-1of1.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n1-verified-p0_15-k1/twin-1of1.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n1-verified-p0_15-k1 --label stride-phaseb-2026-08-25__g384-ov128-ladder-n1-verified-p0_15-k1-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/crops_k1/candidate_manifest.json"
pair::stride-phaseb-2026-08-25::g384-ov128-ladder-n3-verified-p0.15-k3,stride-phaseb-2026-08-25::g384-ov128-ladder-n3-verified-p0.15-k3,stride-phaseb-2026-08-25,g384_ov128,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,3,3,0.15,ready-after-materialise,union,,,,,outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/union_k3.geojson,,vote_count >= 3,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n3-verified-p0_15-k3,python scripts/materialise_pairing_twin.py --union outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/union_k3.geojson --min-votes 3 --expect-manifest outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/crops_k3/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n3-verified-p0_15-k3/twin-3of3.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n3-verified-p0_15-k3/twin-3of3.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n3-verified-p0_15-k3 --label stride-phaseb-2026-08-25__g384-ov128-ladder-n3-verified-p0_15-k3-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/crops_k3/candidate_manifest.json"
pair::stride-phaseb-2026-08-25::g384-ov128-ladder-n5-verified-p0.15-k4,stride-phaseb-2026-08-25::g384-ov128-ladder-n5-verified-p0.15-k4,stride-phaseb-2026-08-25,g384_ov128,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,5,4,0.15,ready-after-materialise,union,,,,,outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/union_k5.geojson,,vote_count >= 4,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n5-verified-p0_15-k4,python scripts/materialise_pairing_twin.py --union outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/union_k5.geojson --min-votes 4 --expect-manifest outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/crops_k5/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n5-verified-p0_15-k4/twin-4of5.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n5-verified-p0_15-k4/twin-4of5.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-phaseb-2026-08-25__g384-ov128-ladder-n5-verified-p0_15-k4 --label stride-phaseb-2026-08-25__g384-ov128-ladder-n5-verified-p0_15-k4-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-phaseb-2026-08-25/verifier/g384_ov128/crops_k5/candidate_manifest.json"
pair::stride-phasec-2026-08-25::g384-ov240-k10-verified-p0.15-k10,stride-phasec-2026-08-25::g384-ov240-k10-verified-p0.15-k10,stride-phasec-2026-08-25,g384_ov240,4-map-gs|curator|20m|grid-common-487,4-map-gs|curator|20m|grid-common-487,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",4-map-gs,curator,20,grid-common-487,10,10,0.15,ready-after-materialise,union,,,,,outputs/stride-phasec-2026-08-25/verifier/g384_ov240/union_k10.geojson,,vote_count >= 10,inputs/vectors/references/mounds-reference.geojson,outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-phasec-2026-08-25__g384-ov240-k10-verified-p0_15-k10,python scripts/materialise_pairing_twin.py --union outputs/stride-phasec-2026-08-25/verifier/g384_ov240/union_k10.geojson --min-votes 10 --expect-manifest outputs/stride-phasec-2026-08-25/verifier/g384_ov240/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-phasec-2026-08-25__g384-ov240-k10-verified-p0_15-k10/twin-10of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-phasec-2026-08-25__g384-ov240-k10-verified-p0_15-k10/twin-10of10.geojson --ground-truth inputs/vectors/references/mounds-reference.geojson --bounds outputs/grid-2026-08-18/scoring/bounds/grid_common_bounds.geojson --buffers 20 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-phasec-2026-08-25__g384-ov240-k10-verified-p0_15-k10 --label stride-phasec-2026-08-25__g384-ov240-k10-verified-p0_15-k10-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-phasec-2026-08-25/verifier/g384_ov240/crops/candidate_manifest.json"
pair::stride-55map-2026-08-25::g384-ov128-55map-verified-carried-p0.15-k8-canonical-gt,stride-55map-2026-08-25::g384-ov128-55map-verified-carried-p0.15-k8-canonical-gt,stride-55map-2026-08-25,g384_ov128_55map,55-map|canonical|50m|55maps-8541,55-map|canonical|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,canonical,50,55maps-8541,10,8,0.15,ready-after-materialise,union,,,,,outputs/stride-55map-2026-08-25/verifier/g384_ov128_55map/union_k10.geojson,,vote_count >= 8,inputs/vectors/references/canonical-gt-55maps-r50.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-verified-carried-p0_15-k8-canonical-gt,python scripts/materialise_pairing_twin.py --union outputs/stride-55map-2026-08-25/verifier/g384_ov128_55map/union_k10.geojson --min-votes 8 --expect-manifest outputs/stride-55map-2026-08-25/verifier/g384_ov128_55map/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-verified-carried-p0_15-k8-canonical-gt/twin-8of10.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-verified-carried-p0_15-k8-canonical-gt/twin-8of10.geojson --student-gt inputs/vectors/references/student-mounds-55maps-reviewed.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 20 30 50 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-verified-carried-p0_15-k8-canonical-gt --review-yesterday results/stride55-2026-08-27/empty-yesterday-review.csv --review-today results/deployment-oracle-2026-06-06/canonical-gt/canonical-review.csv,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-55map-2026-08-25/verifier/g384_ov128_55map/crops/candidate_manifest.json"
pair::stride-55map-2026-08-25::g384-ov128-55map-verified-oracle-p0.15-k7-canonical-gt,stride-55map-2026-08-25::g384-ov128-55map-verified-oracle-p0.15-k7-canonical-gt,stride-55map-2026-08-25,g384_ov128_55map,55-map|canonical|50m|55maps-8541,55-map|canonical|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,canonical,50,55maps-8541,10,7,0.15,ready-after-materialise,union,,,,,outputs/stride-55map-2026-08-25/verifier/g384_ov128_55map/union_k10.geojson,,vote_count >= 7,inputs/vectors/references/canonical-gt-55maps-r50.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-verified-oracle-p0_15-k7-canonical-gt,python scripts/materialise_pairing_twin.py --union outputs/stride-55map-2026-08-25/verifier/g384_ov128_55map/union_k10.geojson --min-votes 7 --expect-manifest outputs/stride-55map-2026-08-25/verifier/g384_ov128_55map/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-verified-oracle-p0_15-k7-canonical-gt/twin-7of10.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-verified-oracle-p0_15-k7-canonical-gt/twin-7of10.geojson --student-gt inputs/vectors/references/student-mounds-55maps-reviewed.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 20 30 50 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-verified-oracle-p0_15-k7-canonical-gt --review-yesterday results/stride55-2026-08-27/empty-yesterday-review.csv --review-today results/deployment-oracle-2026-06-06/canonical-gt/canonical-review.csv,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-55map-2026-08-25/verifier/g384_ov128_55map/crops/candidate_manifest.json"
pair::stride-55map-2026-08-25::g384-ov192-55map-verified-carried-p0.15-k10-canonical-gt,stride-55map-2026-08-25::g384-ov192-55map-verified-carried-p0.15-k10-canonical-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|canonical|50m|55maps-8541,55-map|canonical|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,canonical,50,55maps-8541,10,10,0.15,ready-after-materialise,union,,,,,outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson,,vote_count >= 10,inputs/vectors/references/canonical-gt-55maps-r50.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-verified-carried-p0_15-k10-canonical-gt,python scripts/materialise_pairing_twin.py --union outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson --min-votes 10 --expect-manifest outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-verified-carried-p0_15-k10-canonical-gt/twin-10of10.geojson,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-verified-carried-p0_15-k10-canonical-gt/twin-10of10.geojson --student-gt inputs/vectors/references/student-mounds-55maps-reviewed.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 20 30 50 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-verified-carried-p0_15-k10-canonical-gt --review-yesterday results/stride55-2026-08-27/empty-yesterday-review.csv --review-today results/deployment-oracle-2026-06-06/canonical-gt/canonical-review.csv,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json"
